TimeGenerated,UserPrincipalName,IPAddress,ResultType,ResultDescription,Location,City,AppDisplayName,ClientAppUsed,DeviceDetail,LogonType,RiskLevelDuringSignIn,IsInteractive,ConditionalAccessStatus,AttackPattern
2026-02-22T17:30:21Z,ceo@contoso.com,10.0.0.5,50126,Invalid username or password,United States,Toronto,Office 365 Exchange Online,Firefox 121,Windows 10,Interactive,none,False,success,Normal
2026-02-22T17:31:21Z,admin@contoso.com,10.0.0.33,0,Success,Germany,Toronto,Office 365 Exchange Online,Firefox 121,Android 14,Interactive,none,False,success,Normal
2026-02-22T17:34:21Z,jane.smith@contoso.com,172.16.0.20,0,Success,United States,London,OneDrive,Unknown,Windows 11,Network,none,True,success,Normal
2026-02-22T17:35:21Z,finance01@contoso.com,172.16.0.5,0,Success,Canada,New York,Microsoft 365 Admin Center,Chrome 120,Android 14,Interactive,none,False,success,Normal
2026-02-22T17:36:21Z,helpdesk@contoso.com,192.168.1.10,0,Success,Germany,Toronto,Azure Active Directory,Chrome 120,Android 14,RemoteInteractive,none,True,success,Normal
2026-02-22T17:39:21Z,helpdesk@contoso.com,192.168.1.10,0,Success,Canada,Toronto,Microsoft 365 Admin Center,Chrome 120,Unknown,Batch,none,True,success,Normal
2026-02-22T17:40:21Z,mary.jones@contoso.com,10.0.0.5,0,Success,United Kingdom,London,OneDrive,Edge 120,MacOS 13,Network,none,True,success,Normal
2026-02-22T17:40:21Z,david.clark@contoso.com,192.168.1.25,0,Success,United States,London,Microsoft 365 Admin Center,Edge 120,Windows 11,Interactive,none,True,notApplied,Normal
2026-02-22T17:41:21Z,it.admin@contoso.com,192.168.1.25,0,Success,United States,Toronto,SharePoint Online,Firefox 121,Unknown,Interactive,none,True,success,Normal
2026-02-22T17:43:21Z,mary.jones@contoso.com,172.16.0.5,0,Success,Australia,Berlin,Azure Active Directory,Edge 120,MacOS 14,Service,none,False,success,Normal
2026-02-22T17:43:21Z,helpdesk@contoso.com,10.0.0.5,0,Success,Germany,New York,Microsoft Teams,Chrome 120,Windows 10,Interactive,none,False,success,Normal
2026-02-22T17:44:21Z,admin@contoso.com,192.168.1.42,0,Success,United States,New York,Microsoft 365 Admin Center,Internet Explorer 11,Unknown,RemoteInteractive,none,True,success,Normal
2026-02-22T17:45:21Z,it.admin@contoso.com,172.16.0.20,0,Success,Canada,New York,Office 365 Exchange Online,Firefox 121,Windows 11,Network,none,True,notApplied,Normal
2026-02-22T17:50:21Z,admin@contoso.com,172.16.0.5,0,Success,Germany,Toronto,Microsoft Teams,Safari 17,MacOS 13,Network,none,True,failure,Normal
2026-02-22T17:53:21Z,alice.brown@contoso.com,172.16.0.20,0,Success,Germany,London,Azure Active Directory,Chrome 120,MacOS 14,Interactive,none,False,success,Normal
2026-02-22T17:55:21Z,jane.smith@contoso.com,10.0.0.12,0,Success,United States,London,Microsoft Teams,Unknown,Windows 11,Network,none,True,success,Normal
2026-02-22T17:56:21Z,admin@contoso.com,192.168.1.25,0,Success,Australia,New York,Azure Portal,Edge 120,Windows 11,Interactive,none,False,success,Normal
2026-02-22T17:57:21Z,finance01@contoso.com,172.16.0.5,0,Success,Germany,Sydney,Azure Portal,Edge 120,Windows 11,Network,none,True,success,Normal
2026-02-22T17:57:21Z,sarah.lee@contoso.com,192.168.1.10,0,Success,United States,New York,Microsoft 365 Admin Center,Firefox 121,MacOS 13,Network,none,False,success,Normal
2026-02-22T17:58:21Z,helpdesk@contoso.com,192.168.1.25,0,Success,Australia,Berlin,OneDrive,Edge 120,Unknown,Network,none,True,success,Normal
2026-02-22T17:58:21Z,guest@contoso.com,192.168.1.25,0,Success,Australia,Toronto,Office 365 Exchange Online,Unknown,MacOS 13,Interactive,none,False,success,Normal
2026-02-22T17:58:21Z,david.clark@contoso.com,192.168.1.42,50126,Invalid username or password,Germany,Toronto,SharePoint Online,Firefox 121,Windows 10,Network,none,True,unknownFutureValue,Normal
2026-02-22T17:58:21Z,john.doe@contoso.com,172.16.0.5,0,Success,United Kingdom,Toronto,OneDrive,Chrome 120,Unknown,Network,none,True,success,Normal
2026-02-22T18:00:21Z,sarah.lee@contoso.com,192.168.1.25,0,Success,United Kingdom,New York,OneDrive,Chrome 120,Unknown,Service,none,True,success,Normal
2026-02-22T18:01:21Z,ceo@contoso.com,172.16.0.20,0,Success,United Kingdom,Toronto,Outlook Web Access,Firefox 121,Windows 11,Interactive,none,False,unknownFutureValue,Normal
2026-02-22T18:03:21Z,alice.brown@contoso.com,192.168.1.25,0,Success,United States,Sydney,Microsoft Teams,Internet Explorer 11,Android 14,Interactive,none,False,success,Normal
2026-02-22T18:03:21Z,helpdesk@contoso.com,192.168.1.10,0,Success,Canada,Toronto,Azure Portal,Unknown,MacOS 14,Interactive,none,False,success,Normal
2026-02-22T18:04:21Z,mary.jones@contoso.com,172.16.0.20,0,Success,United Kingdom,London,Azure Active Directory,Edge 120,Windows 10,Service,none,True,success,Normal
2026-02-22T18:11:21Z,jane.smith@contoso.com,192.168.1.10,0,Success,United Kingdom,Berlin,Azure Active Directory,Internet Explorer 11,Windows 11,Network,low,True,success,Normal
2026-02-22T18:11:21Z,jane.smith@contoso.com,172.16.0.5,0,Success,United Kingdom,Toronto,Azure Portal,Edge 120,Android 14,Batch,none,False,success,Normal
2026-02-22T18:12:21Z,bob.wilson@contoso.com,10.0.0.12,0,Success,Australia,New York,Azure Active Directory,Unknown,Unknown,Interactive,none,True,success,Normal
2026-02-22T18:12:21Z,bob.wilson@contoso.com,10.0.0.33,0,Success,United States,Berlin,Office 365 Exchange Online,Internet Explorer 11,MacOS 13,Interactive,none,True,success,Normal
2026-02-22T18:13:21Z,david.clark@contoso.com,172.16.0.5,0,Success,Germany,New York,Office 365 Exchange Online,Unknown,Unknown,Network,none,True,failure,Normal
2026-02-22T18:14:21Z,svc.backup@contoso.com,172.16.0.5,0,Success,United States,London,Azure Active Directory,Unknown,Windows 11,Interactive,none,False,failure,Normal
2026-02-22T18:14:21Z,admin@contoso.com,172.16.0.20,500121,MFA denied by user,Australia,New York,SharePoint Online,Safari 17,iOS 17,Network,none,True,success,Normal
2026-02-22T18:15:21Z,guest@contoso.com,192.168.1.25,0,Success,Australia,Sydney,Microsoft 365 Admin Center,Firefox 121,Unknown,Interactive,none,True,success,Normal
2026-02-22T18:16:21Z,john.doe@contoso.com,172.16.0.20,0,Success,United States,Toronto,Outlook Web Access,Firefox 121,Unknown,Network,none,True,success,Normal
2026-02-22T18:16:21Z,david.clark@contoso.com,192.168.1.42,0,Success,Australia,Berlin,Outlook Web Access,Safari 17,Unknown,RemoteInteractive,none,False,success,Normal
2026-02-22T18:21:21Z,jane.smith@contoso.com,192.168.1.10,0,Success,United Kingdom,Berlin,Microsoft 365 Admin Center,Internet Explorer 11,MacOS 13,Network,none,True,success,Normal
2026-02-22T18:23:21Z,alice.brown@contoso.com,172.16.0.5,0,Success,United States,London,SharePoint Online,Firefox 121,Unknown,Network,low,True,success,Normal
2026-02-22T18:24:21Z,jane.smith@contoso.com,192.168.1.10,0,Success,Australia,New York,Microsoft Teams,Unknown,MacOS 13,Network,none,True,failure,Normal
2026-02-22T18:29:21Z,bob.wilson@contoso.com,192.168.1.25,0,Success,United Kingdom,New York,SharePoint Online,Unknown,MacOS 14,RemoteInteractive,none,True,success,Normal
2026-02-22T18:29:21Z,david.clark@contoso.com,172.16.0.20,0,Success,United Kingdom,Toronto,Outlook Web Access,Safari 17,Windows 10,Service,none,True,success,Normal
2026-02-22T18:29:21Z,it.admin@contoso.com,10.0.0.5,0,Success,Germany,Toronto,Outlook Web Access,Firefox 121,MacOS 13,RemoteInteractive,none,True,notApplied,Normal
2026-02-22T18:31:21Z,alice.brown@contoso.com,192.168.1.25,0,Success,Canada,Sydney,Outlook Web Access,Edge 120,Windows 10,RemoteInteractive,none,True,success,Normal
2026-02-22T18:34:21Z,mary.jones@contoso.com,10.0.0.33,0,Success,Australia,New York,OneDrive,Unknown,Windows 11,Batch,none,True,success,Normal
2026-02-22T18:37:21Z,alice.brown@contoso.com,10.0.0.12,0,Success,United Kingdom,London,Outlook Web Access,Edge 120,Unknown,Network,none,True,success,Normal
2026-02-22T18:39:21Z,finance01@contoso.com,10.0.0.5,0,Success,Australia,Toronto,OneDrive,Chrome 120,MacOS 13,Service,none,True,success,Normal
2026-02-22T18:40:21Z,svc.azure@contoso.com,172.16.0.20,0,Success,United Kingdom,London,Microsoft 365 Admin Center,Chrome 120,Windows 11,Interactive,medium,True,success,Normal
2026-02-22T18:42:21Z,jane.smith@contoso.com,10.0.0.12,0,Success,Canada,Berlin,Azure Portal,Safari 17,iOS 17,Network,none,False,success,Normal
2026-02-22T18:42:21Z,david.clark@contoso.com,192.168.1.25,0,Success,United States,London,OneDrive,Internet Explorer 11,Windows 11,Service,none,False,success,Normal
2026-02-22T18:42:21Z,jane.smith@contoso.com,172.16.0.20,0,Success,Germany,Toronto,Office 365 Exchange Online,Chrome 120,iOS 17,Interactive,none,True,success,Normal
2026-02-22T18:42:21Z,admin@contoso.com,10.0.0.12,0,Success,United Kingdom,London,Outlook Web Access,Edge 120,iOS 17,Interactive,none,True,notApplied,Normal
2026-02-22T18:43:21Z,it.admin@contoso.com,172.16.0.5,0,Success,United States,London,Azure Active Directory,Edge 120,MacOS 13,RemoteInteractive,none,True,success,Normal
2026-02-22T18:44:21Z,it.admin@contoso.com,172.16.0.5,0,Success,Australia,London,Office 365 Exchange Online,Chrome 120,MacOS 13,Batch,none,False,success,Normal
2026-02-22T18:44:21Z,john.doe@contoso.com,10.0.0.5,0,Success,United Kingdom,Berlin,Azure Portal,Firefox 121,Android 14,RemoteInteractive,none,True,failure,Normal
2026-02-22T18:44:21Z,alice.brown@contoso.com,192.168.1.25,0,Success,Germany,London,Office 365 Exchange Online,Chrome 120,Windows 10,Interactive,none,True,failure,Normal
2026-02-22T18:45:21Z,it.admin@contoso.com,10.0.0.33,50126,Invalid username or password,United Kingdom,Sydney,Azure Portal,Safari 17,Unknown,Network,none,True,success,Normal
2026-02-22T18:45:21Z,david.clark@contoso.com,192.168.1.42,0,Success,United States,London,SharePoint Online,Edge 120,iOS 17,Network,none,False,success,Normal
2026-02-22T18:45:21Z,it.admin@contoso.com,10.0.0.12,0,Success,Germany,Toronto,OneDrive,Internet Explorer 11,MacOS 13,Network,none,True,success,Normal
2026-02-22T18:45:21Z,sarah.lee@contoso.com,192.168.1.10,50126,Invalid username or password,Germany,Sydney,SharePoint Online,Firefox 121,Windows 11,Network,none,False,notApplied,Normal
2026-02-22T18:47:21Z,svc.azure@contoso.com,10.0.0.33,0,Success,Germany,New York,OneDrive,Internet Explorer 11,Android 14,Network,none,False,success,Normal
2026-02-22T18:51:21Z,jane.smith@contoso.com,192.168.1.42,0,Success,Australia,London,Azure Active Directory,Unknown,MacOS 13,Interactive,none,False,success,Normal
2026-02-22T18:52:21Z,it.admin@contoso.com,192.168.1.42,0,Success,Germany,Berlin,Outlook Web Access,Firefox 121,Windows 10,Network,none,False,success,Normal
2026-02-22T18:54:21Z,alice.brown@contoso.com,192.168.1.42,0,Success,Germany,Toronto,Azure Portal,Edge 120,Windows 10,Service,none,True,success,Normal
2026-02-22T18:59:21Z,jane.smith@contoso.com,10.0.0.5,50126,Invalid username or password,Germany,London,Azure Portal,Edge 120,Windows 10,Network,none,False,success,Normal
2026-02-22T19:00:21Z,admin@contoso.com,172.16.0.5,0,Success,Australia,Sydney,Office 365 Exchange Online,Chrome 120,Windows 11,Service,none,False,notApplied,Normal
2026-02-22T19:01:21Z,svc.azure@contoso.com,172.16.0.20,0,Success,United Kingdom,London,Microsoft 365 Admin Center,Unknown,Windows 10,Network,none,False,success,Normal
2026-02-22T19:01:21Z,bob.wilson@contoso.com,192.168.1.10,0,Success,Australia,Sydney,Microsoft Teams,Unknown,Windows 10,Interactive,none,False,success,Normal
2026-02-22T19:01:21Z,mary.jones@contoso.com,192.168.1.25,0,Success,Australia,Berlin,Office 365 Exchange Online,Safari 17,MacOS 14,Network,none,True,success,Normal
2026-02-22T19:01:21Z,bob.wilson@contoso.com,192.168.1.42,0,Success,Canada,Toronto,Azure Active Directory,Firefox 121,iOS 17,Network,none,False,success,Normal
2026-02-22T19:02:21Z,admin@contoso.com,192.168.1.10,0,Success,Canada,New York,Azure Portal,Internet Explorer 11,Android 14,RemoteInteractive,high,True,notApplied,Normal
2026-02-22T19:02:21Z,john.doe@contoso.com,192.168.1.42,0,Success,Canada,Sydney,Microsoft Teams,Safari 17,MacOS 13,Interactive,none,False,failure,Normal
2026-02-22T19:02:21Z,admin@contoso.com,192.168.1.10,50126,Invalid username or password,Germany,London,Microsoft 365 Admin Center,Chrome 120,Windows 11,Service,none,False,notApplied,Normal
2026-02-22T19:03:21Z,admin@contoso.com,10.0.0.33,0,Success,Germany,Sydney,Outlook Web Access,Unknown,Windows 10,Interactive,none,True,failure,Normal
2026-02-22T19:05:21Z,david.clark@contoso.com,172.16.0.20,0,Success,Canada,London,Office 365 Exchange Online,Firefox 121,Android 14,Network,none,False,success,Normal
2026-02-22T19:13:21Z,svc.azure@contoso.com,192.168.1.10,0,Success,United Kingdom,Sydney,OneDrive,Firefox 121,Windows 11,Interactive,none,True,success,Normal
2026-02-22T19:16:21Z,sarah.lee@contoso.com,10.0.0.12,0,Success,United States,New York,Microsoft 365 Admin Center,Chrome 120,Unknown,Service,low,True,success,Normal
2026-02-22T19:16:21Z,john.doe@contoso.com,10.0.0.5,0,Success,Germany,Sydney,Microsoft Teams,Safari 17,Unknown,RemoteInteractive,none,False,success,Normal
2026-02-22T19:19:21Z,jane.smith@contoso.com,172.16.0.20,0,Success,Germany,New York,Azure Active Directory,Firefox 121,Windows 10,Batch,none,False,notApplied,Normal
2026-02-22T19:21:21Z,david.clark@contoso.com,192.168.1.10,0,Success,United Kingdom,London,Azure Active Directory,Chrome 120,Android 14,Network,none,False,notApplied,Normal
2026-02-22T19:21:21Z,david.clark@contoso.com,10.0.0.33,0,Success,Canada,Berlin,Azure Portal,Edge 120,Android 14,Network,none,True,success,Normal
2026-02-22T19:22:21Z,alice.brown@contoso.com,192.168.1.25,0,Success,Canada,New York,Azure Portal,Safari 17,iOS 17,Network,none,False,success,Normal
2026-02-22T19:24:21Z,david.clark@contoso.com,192.168.1.25,0,Success,Germany,London,Office 365 Exchange Online,Internet Explorer 11,Windows 10,RemoteInteractive,none,False,success,Normal
2026-02-22T19:26:21Z,john.doe@contoso.com,10.0.0.33,0,Success,United States,New York,SharePoint Online,Unknown,Windows 10,RemoteInteractive,none,False,success,Normal
2026-02-22T19:26:21Z,guest@contoso.com,172.16.0.5,0,Success,United States,Sydney,Outlook Web Access,Safari 17,MacOS 13,Interactive,medium,True,success,Normal
2026-02-22T19:28:21Z,mary.jones@contoso.com,192.168.1.42,0,Success,Canada,London,OneDrive,Chrome 120,MacOS 13,Network,none,False,success,Normal
2026-02-22T19:29:21Z,mary.jones@contoso.com,192.168.1.25,0,Success,United Kingdom,London,Azure Portal,Safari 17,Windows 11,Network,none,True,success,Normal
2026-02-22T19:30:21Z,david.clark@contoso.com,172.16.0.20,0,Success,Germany,New York,Office 365 Exchange Online,Firefox 121,MacOS 13,Network,none,True,success,Normal
2026-02-22T19:33:21Z,mary.jones@contoso.com,172.16.0.20,0,Success,United States,New York,Microsoft Teams,Firefox 121,MacOS 14,RemoteInteractive,none,False,success,Normal
2026-02-22T19:35:21Z,admin@contoso.com,172.16.0.5,0,Success,Germany,Sydney,Outlook Web Access,Edge 120,Windows 11,Interactive,none,False,success,Normal
2026-02-22T19:41:21Z,sarah.lee@contoso.com,10.0.0.5,0,Success,United States,Berlin,Azure Active Directory,Edge 120,Android 14,RemoteInteractive,none,True,success,Normal
2026-02-22T19:44:21Z,sarah.lee@contoso.com,172.16.0.20,0,Success,Canada,Sydney,Outlook Web Access,Firefox 121,iOS 17,Service,none,False,success,Normal
2026-02-22T19:44:21Z,guest@contoso.com,192.168.1.42,0,Success,Australia,London,Azure Portal,Unknown,Windows 10,Batch,none,False,success,Normal
2026-02-22T19:45:21Z,mary.jones@contoso.com,172.16.0.20,0,Success,Canada,Berlin,Outlook Web Access,Chrome 120,Unknown,Network,none,True,success,Normal
2026-02-22T19:45:21Z,ceo@contoso.com,10.0.0.12,0,Success,Australia,London,Microsoft 365 Admin Center,Internet Explorer 11,Unknown,Batch,none,True,success,Normal
2026-02-22T19:46:21Z,sarah.lee@contoso.com,10.0.0.12,0,Success,Canada,Toronto,Outlook Web Access,Firefox 121,iOS 17,Service,none,False,success,Normal
2026-02-22T19:51:21Z,it.admin@contoso.com,192.168.1.25,0,Success,Germany,Sydney,Microsoft Teams,Chrome 120,Windows 10,Network,none,False,success,Normal
2026-02-22T19:51:21Z,admin@contoso.com,192.168.1.25,0,Success,Australia,Sydney,Microsoft 365 Admin Center,Safari 17,Windows 11,Service,none,False,success,Normal
2026-02-22T19:53:21Z,finance01@contoso.com,192.168.1.25,0,Success,United Kingdom,Toronto,Outlook Web Access,Unknown,Android 14,Network,none,True,success,Normal
2026-02-22T19:56:21Z,finance01@contoso.com,192.168.1.10,0,Success,Germany,Toronto,Microsoft 365 Admin Center,Chrome 120,Unknown,Batch,low,True,success,Normal
2026-02-22T19:56:21Z,ceo@contoso.com,172.16.0.20,0,Success,Canada,New York,OneDrive,Edge 120,MacOS 13,Interactive,none,False,success,Normal
2026-02-22T20:03:21Z,bob.wilson@contoso.com,10.0.0.33,0,Success,Canada,Sydney,Microsoft Teams,Firefox 121,Windows 11,Batch,none,True,success,Normal
2026-02-22T20:03:21Z,helpdesk@contoso.com,10.0.0.12,0,Success,United States,London,Azure Portal,Internet Explorer 11,MacOS 14,Service,low,False,success,Normal
2026-02-22T20:04:21Z,jane.smith@contoso.com,192.168.1.10,500121,MFA denied by user,Germany,Sydney,Outlook Web Access,Chrome 120,Unknown,Interactive,none,True,success,Normal
2026-02-22T20:05:21Z,bob.wilson@contoso.com,10.0.0.12,0,Success,United Kingdom,Sydney,Microsoft 365 Admin Center,Edge 120,Unknown,Batch,low,True,success,Normal
2026-02-22T20:07:21Z,sarah.lee@contoso.com,172.16.0.5,0,Success,United States,Berlin,Azure Active Directory,Edge 120,MacOS 13,Network,none,False,success,Normal
2026-02-22T20:09:21Z,svc.azure@contoso.com,172.16.0.5,0,Success,Australia,London,Azure Active Directory,Safari 17,Unknown,RemoteInteractive,none,False,success,Normal
2026-02-22T20:11:21Z,alice.brown@contoso.com,10.0.0.12,0,Success,Canada,Berlin,OneDrive,Chrome 120,Unknown,Interactive,none,False,success,Normal
2026-02-22T20:12:21Z,jane.smith@contoso.com,192.168.1.10,0,Success,Germany,London,Office 365 Exchange Online,Internet Explorer 11,MacOS 13,Network,none,True,success,Normal
2026-02-22T20:16:21Z,helpdesk@contoso.com,192.168.1.42,0,Success,Australia,Toronto,SharePoint Online,Chrome 120,iOS 17,Network,none,True,success,Normal
2026-02-22T20:18:21Z,alice.brown@contoso.com,10.0.0.12,0,Success,Canada,Berlin,Outlook Web Access,Internet Explorer 11,Windows 11,Network,none,True,notApplied,Normal
2026-02-22T20:19:21Z,admin@contoso.com,172.16.0.5,0,Success,Germany,London,Office 365 Exchange Online,Firefox 121,Unknown,Interactive,none,True,success,Normal
2026-02-22T20:20:21Z,john.doe@contoso.com,10.0.0.33,0,Success,United Kingdom,New York,OneDrive,Internet Explorer 11,Windows 11,RemoteInteractive,none,True,success,Normal
2026-02-22T20:20:21Z,admin@contoso.com,10.0.0.5,0,Success,Germany,New York,Office 365 Exchange Online,Firefox 121,Windows 10,Network,none,False,success,Normal
2026-02-22T20:21:21Z,finance01@contoso.com,172.16.0.5,0,Success,United States,Toronto,Azure Active Directory,Safari 17,MacOS 14,Interactive,none,False,success,Normal
2026-02-22T20:21:21Z,john.doe@contoso.com,192.168.1.42,0,Success,Australia,Berlin,Azure Active Directory,Firefox 121,MacOS 13,Interactive,none,False,success,Normal
2026-02-22T20:27:21Z,it.admin@contoso.com,10.0.0.5,0,Success,United Kingdom,Berlin,Azure Active Directory,Edge 120,Unknown,Network,none,False,unknownFutureValue,Normal
2026-02-22T20:27:21Z,ceo@contoso.com,10.0.0.33,50126,Invalid username or password,United Kingdom,New York,Microsoft 365 Admin Center,Internet Explorer 11,Android 14,Interactive,none,False,success,Normal
2026-02-22T20:27:21Z,jane.smith@contoso.com,172.16.0.5,0,Success,Canada,Berlin,SharePoint Online,Firefox 121,Windows 11,Network,none,True,success,Normal
2026-02-22T20:34:21Z,john.doe@contoso.com,10.0.0.12,0,Success,United Kingdom,London,Microsoft 365 Admin Center,Safari 17,MacOS 13,Batch,none,False,notApplied,Normal
2026-02-22T20:36:21Z,sarah.lee@contoso.com,172.16.0.20,0,Success,Germany,Sydney,OneDrive,Unknown,MacOS 14,Interactive,none,False,success,Normal
2026-02-22T20:36:21Z,jane.smith@contoso.com,10.0.0.12,0,Success,United States,Toronto,Azure Active Directory,Firefox 121,Android 14,Service,none,False,success,Normal
2026-02-22T20:39:21Z,sarah.lee@contoso.com,192.168.1.10,0,Success,United Kingdom,Sydney,Azure Portal,Chrome 120,Windows 11,Network,none,False,success,Normal
2026-02-22T20:39:21Z,ceo@contoso.com,10.0.0.5,0,Success,Australia,New York,Microsoft 365 Admin Center,Firefox 121,MacOS 13,Interactive,low,False,success,Normal
2026-02-22T20:40:21Z,alice.brown@contoso.com,192.168.1.25,50126,Invalid username or password,Australia,Toronto,Azure Portal,Chrome 120,MacOS 14,Network,none,True,success,Normal
2026-02-22T20:45:21Z,admin@contoso.com,192.168.1.42,0,Success,United States,Sydney,SharePoint Online,Chrome 120,MacOS 13,Batch,none,False,success,Normal
2026-02-22T20:45:21Z,finance01@contoso.com,192.168.1.25,0,Success,Germany,Berlin,OneDrive,Firefox 121,Android 14,Interactive,none,True,success,Normal
2026-02-22T20:46:21Z,sarah.lee@contoso.com,10.0.0.33,0,Success,United Kingdom,Toronto,Microsoft 365 Admin Center,Unknown,Windows 10,Interactive,none,False,success,Normal
2026-02-22T20:50:21Z,sarah.lee@contoso.com,172.16.0.20,0,Success,United Kingdom,New York,Microsoft Teams,Edge 120,Android 14,Network,none,True,success,Normal
2026-02-22T20:51:21Z,admin@contoso.com,10.0.0.33,0,Success,Australia,London,SharePoint Online,Unknown,Unknown,Interactive,none,False,success,Normal
2026-02-22T20:55:21Z,jane.smith@contoso.com,10.0.0.33,0,Success,United Kingdom,Berlin,OneDrive,Unknown,MacOS 13,RemoteInteractive,none,True,success,Normal
2026-02-22T20:57:21Z,sarah.lee@contoso.com,10.0.0.33,0,Success,United States,London,Outlook Web Access,Chrome 120,Windows 11,Interactive,none,True,success,Normal
2026-02-22T20:58:21Z,john.doe@contoso.com,10.0.0.12,0,Success,Canada,London,Outlook Web Access,Chrome 120,Unknown,Network,none,True,success,Normal
2026-02-22T21:04:21Z,john.doe@contoso.com,192.168.1.10,500121,MFA denied by user,Germany,London,Microsoft Teams,Unknown,MacOS 14,Interactive,low,False,success,Normal
2026-02-22T21:07:21Z,svc.azure@contoso.com,10.0.0.33,0,Success,United Kingdom,Sydney,SharePoint Online,Internet Explorer 11,Unknown,Interactive,none,False,failure,Normal
2026-02-22T21:07:21Z,ceo@contoso.com,10.0.0.5,0,Success,Canada,Berlin,Azure Active Directory,Unknown,MacOS 13,Interactive,none,False,success,Normal
2026-02-22T21:09:21Z,john.doe@contoso.com,10.0.0.5,0,Success,United Kingdom,Berlin,Microsoft 365 Admin Center,Safari 17,Android 14,Network,low,False,success,Normal
2026-02-22T21:21:21Z,admin@contoso.com,10.0.0.5,0,Success,Canada,Toronto,Office 365 Exchange Online,Firefox 121,Unknown,Service,none,False,failure,Normal
2026-02-22T21:21:21Z,john.doe@contoso.com,192.168.1.10,0,Success,Germany,Sydney,SharePoint Online,Unknown,Windows 10,Network,none,True,success,Normal
2026-02-22T21:24:21Z,sarah.lee@contoso.com,172.16.0.5,0,Success,United Kingdom,Berlin,Office 365 Exchange Online,Safari 17,Windows 11,Network,none,False,success,Normal
2026-02-22T21:28:21Z,jane.smith@contoso.com,172.16.0.20,0,Success,Canada,Sydney,Microsoft 365 Admin Center,Safari 17,Unknown,Interactive,high,True,failure,Normal
2026-02-22T21:32:21Z,svc.azure@contoso.com,172.16.0.5,0,Success,United States,Berlin,SharePoint Online,Internet Explorer 11,MacOS 13,Interactive,none,True,success,Normal
2026-02-22T21:33:21Z,john.doe@contoso.com,172.16.0.5,0,Success,Germany,New York,Azure Active Directory,Firefox 121,MacOS 14,Interactive,none,False,failure,Normal
2026-02-22T21:35:21Z,mary.jones@contoso.com,172.16.0.5,0,Success,United States,Berlin,SharePoint Online,Chrome 120,Windows 10,Interactive,none,True,success,Normal
2026-02-22T21:35:21Z,alice.brown@contoso.com,10.0.0.12,0,Success,Canada,Toronto,SharePoint Online,Edge 120,MacOS 13,Service,none,True,success,Normal
2026-02-22T21:36:21Z,john.doe@contoso.com,172.16.0.20,500121,MFA denied by user,Germany,Berlin,Microsoft 365 Admin Center,Unknown,Windows 11,RemoteInteractive,none,True,success,Normal
2026-02-22T21:38:21Z,bob.wilson@contoso.com,172.16.0.20,0,Success,United States,New York,Office 365 Exchange Online,Edge 120,iOS 17,Interactive,none,False,success,Normal
2026-02-22T21:39:21Z,alice.brown@contoso.com,10.0.0.5,500121,MFA denied by user,United States,Sydney,Azure Portal,Unknown,Unknown,Service,none,True,notApplied,Normal
2026-02-22T21:41:21Z,john.doe@contoso.com,10.0.0.33,50126,Invalid username or password,United Kingdom,Toronto,SharePoint Online,Firefox 121,Windows 11,RemoteInteractive,none,False,success,Normal
2026-02-22T21:42:21Z,jane.smith@contoso.com,10.0.0.5,0,Success,Germany,Berlin,Outlook Web Access,Safari 17,Android 14,Network,none,False,success,Normal
2026-02-22T21:43:21Z,john.doe@contoso.com,192.168.1.42,0,Success,United States,Berlin,Outlook Web Access,Safari 17,MacOS 14,Network,none,False,success,Normal
2026-02-22T21:45:21Z,sarah.lee@contoso.com,192.168.1.42,0,Success,United Kingdom,London,OneDrive,Edge 120,Windows 10,Interactive,none,False,success,Normal
2026-02-22T21:51:21Z,sarah.lee@contoso.com,10.0.0.5,0,Success,United States,Berlin,Microsoft 365 Admin Center,Safari 17,MacOS 14,Batch,none,False,success,Normal
2026-02-22T21:52:21Z,ceo@contoso.com,192.168.1.25,0,Success,Canada,London,OneDrive,Edge 120,Windows 11,Interactive,none,False,success,Normal
2026-02-22T21:52:21Z,david.clark@contoso.com,10.0.0.5,0,Success,United States,New York,Azure Portal,Internet Explorer 11,Windows 10,Batch,none,False,success,Normal
2026-02-22T21:53:21Z,svc.backup@contoso.com,10.0.0.33,0,Success,Germany,Sydney,OneDrive,Internet Explorer 11,Android 14,Batch,none,False,notApplied,Normal
2026-02-22T21:54:21Z,david.clark@contoso.com,172.16.0.5,0,Success,Germany,Sydney,Microsoft 365 Admin Center,Safari 17,iOS 17,Network,none,True,success,Normal
2026-02-22T21:56:21Z,it.admin@contoso.com,10.0.0.33,0,Success,Germany,Berlin,OneDrive,Firefox 121,Windows 10,Batch,none,True,success,Normal
2026-02-22T22:00:21Z,mary.jones@contoso.com,192.168.1.42,0,Success,Germany,London,Azure Portal,Safari 17,iOS 17,RemoteInteractive,none,False,success,Normal
2026-02-22T22:04:21Z,admin@contoso.com,192.168.1.25,50126,Invalid username or password,Germany,New York,SharePoint Online,Chrome 120,MacOS 13,Network,none,True,notApplied,Normal
2026-02-22T22:04:21Z,alice.brown@contoso.com,10.0.0.12,0,Success,Canada,Toronto,Office 365 Exchange Online,Firefox 121,iOS 17,Network,none,True,success,Normal
2026-02-22T22:04:21Z,sarah.lee@contoso.com,172.16.0.5,0,Success,United Kingdom,London,OneDrive,Chrome 120,Windows 11,Network,none,True,failure,Normal
